Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
0,0.24457027117464303,0.2968714290289174,0.23429825260136536,0.22426004719507422
1,0.219038288660037,0.23855029692452007,0.34427454292431287,0.19813687149113002
2,0.20413975000664067,0.2507539270304448,0.2908602957528259,0.2542460272100884
3,0.28854229223699684,0.26174202580670536,0.3172985633304263,0.13241711862587155
4,0.2309956123354105,0.31573013295571145,0.22193584645253472,0.23133840825634344
5,0.22005488242078325,0.2266998925895083,0.3546215186066331,0.19862370638307528
6,0.2764006796547602,0.25694319363663987,0.3025636431501627,0.16409248355843736
7,0.21005113665392688,0.2080607320274423,0.39788384963876816,0.1840042816798627
8,0.15143059447011845,0.1360108356246662,0.6042897890798858,0.1082687808253296
9,0.172783425807228,0.23748773200882017,0.36457597894306554,0.22515286324088643
10,0.11722133751354061,0.17285174205175635,0.4315771371151107,0.27834978331959215
11,0.18505329676906737,0.222650764753923,0.38765878178074986,0.20463715669625962
12,0.2691919566418745,0.22536748764249073,0.4309063002844106,0.07453425543122405
13,0.17252673744844105,0.2404275376908232,0.3406740319215762,0.2463716929391595
14,0.3770075231247467,0.3518902380954209,0.20865060816549458,0.06245163061433767
15,0.21257416248160826,0.22863453124809854,0.4204717678260082,0.13831953844428513
16,0.273918076051331,0.24799673063423724,0.4255162345355116,0.05256895877891999
17,0.19258836536323137,0.20609931789619917,0.4045985366674873,0.19671378007308193
18,0.18890172960347879,0.17026842704363915,0.5763276380553429,0.0645022052975391
19,0.1886756094497051,0.2358289127800337,0.40786334348891884,0.16763213428134224
20,0.2089864503451895,0.32676799803870926,0.2874936408340392,0.17675191078206204
21,0.2173894484252935,0.22405601195626942,0.3979909597645973,0.16056357985383982
22,0.19122778528892867,0.40317524458089776,0.21288772707472106,0.1927092430554525
23,0.1829700635132435,0.21129069583395677,0.41282111223226037,0.1929181284205394
24,0.13273436795464355,0.3805857605603781,0.1394391462741727,0.34724072521080557
25,0.21007586468027964,0.24702358924993642,0.38244586808434633,0.1604546779854377
26,0.34520446587516146,0.3833087297635608,0.19220765823772903,0.07927914612354875
27,0.19255915379399377,0.22492657473582764,0.3667101717897605,0.2158040996804181
28,0.3382245475412129,0.3789353031581527,0.2011120327249702,0.08172811657566419
29,0.2096792815225827,0.24127601195239545,0.4130953667464256,0.13594933977859622
30,0.21241812983105607,0.19469351042466027,0.45319617838376053,0.13969218136052308
31,0.20039162218814868,0.26491124888523215,0.3318108492279322,0.20288627969868694
32,0.10701656002153209,0.11772379623709428,0.6939184191003259,0.08134122464104758
33,0.20145713496687329,0.2443460162257329,0.36704883524942267,0.18714801355797128
34,0.12470346051881752,0.135036209436954,0.6473302413232912,0.09293008872093739
35,0.21464395977729242,0.25580035604594287,0.36268968593154227,0.16686599824522244
36,0.22763572176428581,0.20013788205218716,0.3871040303303175,0.18512236585320946
37,0.19736885878351745,0.21837994528633295,0.4106415101395245,0.17360968579062505
38,0.20932349824260746,0.16409852073380685,0.5138188538430866,0.11275912718049934
39,0.2114006886644622,0.2635764698956281,0.3029890810371841,0.2220337604027256
40,0.45331777244914184,0.20534443973184754,0.2980261018905365,0.043311685928474224
41,0.21077553126828122,0.22343802374006183,0.3725482082980067,0.1932382366936501
42,0.1881678058209147,0.19800666966899252,0.4911107305488451,0.12271479396124768
43,0.196675155879957,0.23295312995828651,0.3959251015648801,0.17444661259687624
44,0.15650104537202714,0.20105372910906852,0.39554627572260354,0.24689894979630067
45,0.192787658414247,0.19667214282642462,0.4385117441257618,0.17202845463356628
46,0.1783490566981172,0.11507688002485833,0.6460454947953548,0.060528568481669646
47,0.2083600248529691,0.23089291069339976,0.33992512979305367,0.22082193466057745
48,0.19931924221688557,0.2937480573888355,0.3160450450633118,0.19088765533096708
49,0.1769054329573936,0.2501722109087045,0.33317774823685026,0.23974460789705154
50,0.11251291668497226,0.1298128387751891,0.6691559166344936,0.08851832790534503
51,0.21967649177778598,0.25726893367199644,0.3268491483971465,0.19620542615307116
52,0.113918521742007,0.1102532107624521,0.7061610282323296,0.06966723926321122
53,0.2000150535746061,0.2428989314200213,0.31596298375006987,0.2411230312553028
54,0.17203532487026968,0.13436716529025217,0.613145351651001,0.08045215818847698
