Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
0,0.2341045987906463,0.35455435462906715,0.216524250947798,0.19481679563248833
1,0.20306173020519466,0.25443955005518587,0.3658147527588169,0.17668396698080233
2,0.19520753129677781,0.2607159442664228,0.3237983419233435,0.2202781825134558
3,0.25403696879086174,0.27526395035984264,0.35276393419155594,0.11793514665773977
4,0.19626761130583742,0.3691104665685806,0.25703371080116083,0.17758821132442124
5,0.1788272759709677,0.21364665516445444,0.3967089488331215,0.21081712003145645
6,0.2821830713281841,0.23901053900540448,0.30403367101752676,0.17477271864888466
7,0.17225666231675266,0.21920014523749728,0.42829645607962513,0.18024673636612495
8,0.0778426878263719,0.1052312348509981,0.7200584927100765,0.0968675846125533
9,0.13922252659603662,0.24663192613469198,0.4029166663641772,0.21122888090509417
10,0.07804434086588642,0.1596858256510958,0.46456618228163016,0.29770365120138775
11,0.14530401376458266,0.23671430106689342,0.43227336357018875,0.18570832159833522
12,0.31250290522847535,0.19628969854494785,0.45763672577448306,0.033570670452093734
13,0.1729232092930104,0.23129690254855553,0.3713673377525881,0.22441255040584587
14,0.44033409888742164,0.38320720128379604,0.14521687157214205,0.031241828256640396
15,0.1914501792464193,0.24907203270779985,0.43738564770369753,0.1220921403420833
16,0.3129297744113554,0.25290861620911287,0.4151617905789609,0.01899981880057075
17,0.1702366877676066,0.1936567773396023,0.45419368962592893,0.18191284526686213
18,0.17410509129990134,0.17806244269598676,0.605102602421739,0.04272986358237293
19,0.18192503967777962,0.24921224188030655,0.4242454602195654,0.14461725822234844
20,0.1810921883357396,0.33982268969795515,0.31783196553595816,0.16125315643034693
21,0.1938151222701497,0.24409220828709277,0.44377343233534533,0.11831923710741231
22,0.15337382028418056,0.5381503624886738,0.21835205910007782,0.0901237581270679
23,0.16664552871461027,0.21601302591585955,0.43862147240142385,0.1787199729681063
24,0.1302632766458767,0.4696706718529414,0.13695077018756363,0.26311528131361833
25,0.2183615989490049,0.24931498780695144,0.3964135935082998,0.135909819735744
26,0.3629748328805934,0.4404708939313139,0.15218217353118557,0.04437209965690734
27,0.17378097644269175,0.22873239828837616,0.38773191658567446,0.20975470868325766
28,0.41464466947924355,0.34014734005949365,0.19784977910754414,0.04735821135371856
29,0.20807977222051896,0.21310041234147004,0.47237552033112595,0.10644429510688519
30,0.21455833162243693,0.18240327173519977,0.46029391061404923,0.14274448602831413
31,0.17170171822236782,0.2900082436648026,0.357033100664504,0.18125693744832563
32,0.07622405680628834,0.0805880278928883,0.7934691670886979,0.049718748212125394
33,0.20529285442194734,0.22653165650402737,0.40103203289053524,0.1671434561834902
34,0.05858174956564059,0.09908655707808572,0.7899933446448124,0.05233834871146135
35,0.21350489668195707,0.25013727268973573,0.3752988255166134,0.16105900511169363
36,0.2014808257795051,0.20802017337710324,0.45255496870510137,0.13794403213829043
37,0.178102872879492,0.2084376700126169,0.44684931302793623,0.16661014407995473
38,0.17587651855369318,0.14453537258172597,0.5811979186856832,0.09839019017889758
39,0.21204654946331064,0.25658766584731185,0.32810496492892105,0.2032608197604564
40,0.43783561710513574,0.2178129753167266,0.3067003803344736,0.037651027243664086
41,0.1804373464862669,0.24338284262479498,0.41435716431075936,0.16182264657817858
42,0.15782757551158283,0.2027964521466653,0.4976454619180792,0.14173051042367282
43,0.1512330332759372,0.23704876610725958,0.43996717431797405,0.17175102629882905
44,0.13993641165605072,0.1884654097212096,0.39994275673701646,0.27165542188572317
45,0.16616911830472197,0.17929911161733014,0.5177408034520706,0.13679096662587717
46,0.12047235575162624,0.10448471503574522,0.7268109328512105,0.04823199636141807
47,0.16649902201405908,0.2468694235181707,0.3782882474257956,0.20834330704197487
48,0.23272850261789674,0.2830853244382926,0.3693971058438288,0.11478906709998185
49,0.17297449124366288,0.24507495332318807,0.3588547474101636,0.22309580802298531
50,0.07794742191255036,0.11415445525513147,0.7689336161803846,0.03896450665193369
51,0.1940955912786402,0.27800943472891826,0.3364668231142931,0.19142815087814838
52,0.08186541620074758,0.08408280029354222,0.8084908503305615,0.025560933175148706
53,0.14667568467840095,0.25656068080728006,0.35274945725953466,0.24401417725478441
54,0.15762312722363503,0.10758105884825107,0.7070721150567247,0.027723698871389035
55,0.17614973766144917,0.28981113590965707,0.334405144290363,0.1996339821385308
56,0.06464631617932155,0.07613740035719192,0.799910687057814,0.05930559640567245
57,0.25288564296745425,0.20651439407382494,0.4048274500431333,0.13577251291558753
58,0.05604905759587183,0.07564529371768748,0.8115405017956754,0.056765146890765276
59,0.17930061792156643,0.3003421403959113,0.3779728754240746,0.1423843662584478
60,0.07315600482959587,0.09942264569457702,0.8036060443832289,0.023815305092598105
61,0.2098524420517801,0.24476600972368032,0.4325176279474367,0.1128639202771029
62,0.11715521421732862,0.210380504771168,0.35850337448655073,0.3139609065249526
63,0.13749417950005952,0.22648940433881504,0.5282782957577143,0.10773812040341099
64,0.16483939703679862,0.20808406523445888,0.37246326170715804,0.2546132760215844
65,0.156893908698999,0.253062276891147,0.375677879325244,0.21436593508460994
66,0.16658942758401388,0.2710354323455675,0.33717079804975036,0.22520434202066833
67,0.19967354372467458,0.25585391623834486,0.3903518551597552,0.1541206848772252
68,0.26742500179912576,0.2509350794276674,0.335208857004616,0.14643106176859078
69,0.26221587330373813,0.23398936220752722,0.35742763971511493,0.14636712477361985
70,0.10426564394384384,0.37239953898279543,0.1825989043153011,0.34073591275805953
71,0.21273884317850533,0.2547752385421159,0.3528876855660079,0.17959823271337072
72,0.19669260749047188,0.34820522780188,0.27153468643509143,0.18356747827255673
73,0.18194754117462794,0.220809733483094,0.44246134695502937,0.15478137838724867
74,0.12032073593678252,0.20911655589115707,0.43113504287346666,0.23942766529859372
75,0.20272372257616872,0.25193480708698934,0.40406139671419866,0.1412800736226434
76,0.12383010972141634,0.36586613479031316,0.21591202334792073,0.2943917321403498
77,0.17268840057733442,0.23990844879970233,0.38985700887016683,0.19754614175279658
78,0.11560454575102191,0.1943938608002247,0.5596533689223221,0.13034822452643136
79,0.21270590879780335,0.2128770687009219,0.3777083021923211,0.19670872030895356
80,0.13186442231766904,0.25596036838210456,0.3494025910346153,0.26277261826561116
81,0.13594988347560358,0.21852812871430047,0.48162424913030755,0.16389773867978824
82,0.12329219432005506,0.1710387566771721,0.3643213105842664,0.34134773841850646
83,0.1865164511045026,0.2724363780418104,0.3617807345145892,0.1792664363390978
84,0.15509529619175957,0.19682189258202673,0.4365989690346762,0.21148384219153743
85,0.2310769677482652,0.2517953427223839,0.3770293553258195,0.1400983342035315
86,0.2242200813547518,0.30134464227256946,0.32605848726291875,0.1483767891097601
87,0.20037071546633992,0.23910465060062155,0.41014569506705617,0.15037893886598247
88,0.21470472754546155,0.3438930693898753,0.24047517276146596,0.20092703030319714
89,0.21013586085547087,0.2601488374639115,0.40330565917677497,0.12640964250384268
90,0.2892670722147466,0.39914615304832424,0.15855593709185278,0.15303083764507638
91,0.16551973873781986,0.23763165197295283,0.4063713380984766,0.19047727119075072
92,0.20022367802624685,0.2790775221998678,0.20291329828549634,0.3177855014883889
93,0.19178469898102765,0.27769607860451156,0.41488239689291845,0.11563682552154196
94,0.22295694001295552,0.204327074122242,0.4143060304481995,0.15840995541660302
95,0.18283010290464194,0.2571116599041766,0.3347583012630439,0.22529993592813752
96,0.20226515580656734,0.2951548058311705,0.21389044704016894,0.2886895913220933
97,0.18217467784735267,0.21047226402077127,0.4454596540591966,0.16189340407267946
98,0.1850192328061884,0.17360834947822235,0.5303465699875635,0.11102584772802589
99,0.18593687022432476,0.2571432585273677,0.4364401331768802,0.12047973807142733
100,0.13901251030263106,0.16976874201320544,0.5231300282158226,0.16808871946834106
101,0.22476824748965016,0.2460229879362509,0.4026419074706271,0.12656685710347187
102,0.17045615848381213,0.31370865398329334,0.3069427151284293,0.20889247240446507
103,0.164677427623715,0.2646668641677152,0.39571401899068037,0.17494168921788933
104,0.17670068579146414,0.3513934293947588,0.25502799513963376,0.21687788967414323
105,0.1707657219890944,0.2426830596183364,0.4093143017773371,0.17723691661523205
106,0.1018545652898983,0.10888447307175855,0.7284675567334347,0.060793404904908685
107,0.2047780231374622,0.2832254080727294,0.37033429190835,0.1416622768814585
108,0.3011760352362564,0.2466584738325996,0.3477033821808616,0.10446210875028251
109,0.22509232236436208,0.29172110021156905,0.36338880378712607,0.1197977736369426
110,0.15549924098739443,0.2809977129354474,0.32426586982263195,0.23923717625452628
111,0.20998405046087598,0.19237541837916486,0.40418968192189353,0.19345084923806558
112,0.18753328663475022,0.30057551483504624,0.35368470233582144,0.15820649619438198
113,0.1853770684475407,0.24946401350564934,0.4336800773133012,0.1314788407335088
114,0.23556449844566912,0.3474713846723316,0.1774020145823576,0.2395621022996417
115,0.16441949437810854,0.22089567707429805,0.44729464858886425,0.1673901799587293
116,0.10616016704125197,0.1179672003300761,0.7125677521329805,0.0633048804956913
117,0.20801094262402248,0.24175883260154266,0.3406696837123767,0.20956054106205804
118,0.09673390972115423,0.10837882223880634,0.7457988929242672,0.049088375115772125
119,0.23036987075015314,0.21939444310970665,0.3898415723398202,0.16039411380032018
