Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
0,0.22078823574496095,0.3312172043980814,0.25535499733334954,0.19263956252360803
1,0.1851442340438617,0.26563137130443787,0.37461820042101046,0.1746061942306899
2,0.20606738867435048,0.29855951349237264,0.3049768300749058,0.19039626775837096
3,0.24055400649627573,0.30027121466511103,0.34642795003514765,0.11274682880346557
4,0.17943367539793378,0.3705087823656038,0.25476488386670487,0.1952926583697577
5,0.18795844695421318,0.2638967150556657,0.3893476042015753,0.158797233788546
6,0.19844368632328468,0.2978869561472744,0.3469372038882178,0.15673215364122295
7,0.17070040561982883,0.24813557628407673,0.43725224750423686,0.14391177059185767
8,0.1349070239245732,0.14457012622969695,0.6239530957765117,0.09656975406921793
9,0.16336357487511102,0.2687053124448062,0.38757874329035075,0.18035236938973206
10,0.10519022470584188,0.19993688563126746,0.44585018578545826,0.24902270387743264
11,0.15257176224613056,0.24584114419760236,0.42562767588829475,0.17595941766797235
12,0.22860804794139689,0.25706003621445583,0.45761239178688073,0.05671952405726627
13,0.1585315950891362,0.269874657517542,0.37460636248261403,0.19698738491070786
14,0.3387770326289432,0.37767219110911704,0.21766576880622407,0.06588500745571556
15,0.1890915858153266,0.2488056871137567,0.44586873697634305,0.11623399009457369
16,0.24552538369026167,0.27026161030069357,0.4314657725039494,0.05274723350509548
17,0.16504033084188802,0.22901716997055474,0.4380826578894277,0.1678598412981297
18,0.17127021521257815,0.20162342496928787,0.5615247091719345,0.06558165064619927
19,0.1711077759788279,0.25856404143890904,0.42288685342232063,0.14744132915994224
20,0.1734096957293281,0.3282053190714965,0.33004300189834546,0.16834198330082997
21,0.17797808501240497,0.24507012495044975,0.4466068913514676,0.13034489868567772
22,0.16474533833216337,0.43220579226882216,0.22331916218087194,0.17972970721814235
23,0.16738841401384352,0.24690254985573912,0.4338802347221117,0.15182880140830549
24,0.14111972449163143,0.414332779642764,0.1471648615207039,0.29738263434490064
25,0.1775096037790266,0.2611252095395151,0.41342615987317183,0.14793902680828652
26,0.32311201863628364,0.40066862928634345,0.20125024070197156,0.07496911137540159
27,0.17735086797702646,0.2640480196204227,0.380990294992516,0.1776108174100349
28,0.32047305857142727,0.3994157712325264,0.20407679752265803,0.07603437267338826
29,0.18165393562974186,0.25562983229757985,0.4494774409301154,0.11323879114256273
30,0.18840169231035545,0.22385136870104713,0.4710606112144816,0.11668632777411585
31,0.18432439569837797,0.28945876090620365,0.3573918410610166,0.16882500233440187
32,0.08266384918787867,0.10498736377728905,0.7614944590831898,0.0508543279516426
33,0.17712114118305672,0.285542325305712,0.3876734096081289,0.14966312390310235
34,0.08524715008818524,0.11096558264081295,0.7416063035510383,0.06218096371996289
35,0.18916625028314582,0.2767446158536807,0.3940091771927197,0.14007995667045392
36,0.18819143206433697,0.22574967333425058,0.4364874814071858,0.1495714131942268
37,0.16976031538926772,0.2529614168953916,0.437822628779384,0.13945563893595658
38,0.16519445396569263,0.18363912459704357,0.5669290593864832,0.08423736205078088
39,0.1823940762457791,0.2906567405334804,0.3461630079628031,0.18078617525793741
40,0.3977422630438099,0.2514179240518898,0.3077512180927795,0.04308859481152069
41,0.18004964100186335,0.26035460655733333,0.4080150185364343,0.15158073390436905
42,0.1679675221943494,0.233035920135485,0.4942587911457465,0.10473776652441927
43,0.16979004536557515,0.24837919920095633,0.4228680055186221,0.1589627499148463
44,0.13828392315573568,0.2223088753570529,0.4194065693155181,0.2200006321716933
45,0.16711221180209573,0.24338522635549711,0.4598972980140772,0.12960526382832993
46,0.15943641417403784,0.14761831361086064,0.6401963073107997,0.05274896490430165
47,0.17344712787797167,0.2701335348663474,0.37792266878860853,0.17849666846707232
48,0.16931174890148587,0.3403557741235334,0.34017875983726,0.15015371713772077
49,0.14682208979398267,0.2703799289748654,0.36913995373740977,0.21365802749374224
50,0.1004788785930338,0.14962668861674563,0.6892642248639279,0.06063020792629236
51,0.1954304744590336,0.278833068317006,0.36359401206788106,0.1621424451560793
52,0.09451687610168161,0.12901165424250566,0.7286275181287973,0.0478439515270154
53,0.16949333245172038,0.2867582441782879,0.35427289297393044,0.18947553039606138
54,0.14677328088253516,0.15958865414395507,0.6351686769064042,0.058469388067105534
55,0.18172065252374647,0.26424736981596797,0.37348384193107187,0.18054813572921366
56,0.08773685052957847,0.11778751553530008,0.7428541273312607,0.05162150660386106
57,0.2075742923164985,0.2538925010033524,0.4071012077085507,0.13143199897159827
58,0.08622738096456434,0.11205458368297508,0.754635456991059,0.04708257836140176
59,0.18475027566973246,0.27928647061297207,0.3800766342355347,0.15588661948176052
